baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CXCR4	25.5335732539184	-7.77340858914312	2.11351865805255	-3.67794651801452	0.000235119242188523	0.00931902031686041
IL1RAP	25.0510089202155	-7.74687701078908	2.42797570936752	-3.19067319368162	0.00141941737484947	0.0332084523324158
PRDM14	24.7383407767849	-7.72867565881695	2.13185079569694	-3.62533610439201	0.000288585874547537	0.0106547486175414
C1orf110	24.5834402516957	-7.71913353901127	2.40771122247125	-3.20600471807763	0.00134591781599252	0.0321588448374382
AFF2	24.5277741361753	-7.71646671862413	2.45265781412813	-3.1461652229572	0.00165426524813093	0.03690873921161
DUOXA1	24.368480262202	-7.70721479107726	2.41599295233514	-3.19008165302302	0.00142232601348431	0.033218830775935
ZNF177	24.2894584268444	-7.70252402325983	2.40314493513026	-3.20518496852222	0.00134975711051168	0.0321934987986822
WDR11-AS1	24.1158979868004	-7.69177543332535	2.4212901150228	-3.17672607078435	0.00148947650073855	0.0342528759794416
ADPRH	23.8259583243983	-7.67433473060127	2.42913884701205	-3.15928203941123	0.00158158352367556	0.0358208732185746
SLC7A3	23.3689675081859	-7.64641668010404	2.44241363584657	-3.13068047437988	0.00174401802139841	0.0385917682370525
ALDH1A1	285.860432978231	-7.64025666775614	3.75018638484045	-2.03730051888639	0.0416199358800282	0.212853987066133
PRDM1	23.2505496197188	-7.63885750807809	2.10491052985492	-3.62906517865374	0.000284449421210659	0.0105598909097379
POU2F3	22.7879351709747	-7.61054968352504	2.13163632315118	-3.57028523152319	0.000356592722813376	0.0122587845220231
BCL2L15	22.6729166333721	-7.60267625486357	2.45478142636717	-3.09708887854621	0.00195431269596219	0.0414093048597272
BEND4	22.6661996747898	-7.60238452354884	2.46268210092128	-3.08703446567659	0.00202164155273026	0.0423417305431578
PDZRN3	22.195774941413	-7.57240245251192	2.54562232689425	-2.97467631883576	0.00293297846336795	0.0526997570297953
NPC1L1	22.0292119316346	-7.56162895570077	2.47855898560222	-3.05081662354044	0.00228219912240603	0.046109318401115
STARD9	22.0043541501352	-7.55997673005081	2.54515264413722	-2.97034315307778	0.00297467263659513	0.0529667502555482
APLNR	21.7286944169251	-7.54099685681796	2.1026142785826	-3.58648608716833	0.000335163937724992	0.0118237414261309
DOCK5	180.342050479938	-7.53948919091041	1.25672888959059	-5.99929646987473	0.00000000198174249174659	0.000000376140307306719
GDA	21.6212475436011	-7.5347456320624	2.18828357906108	-3.44322175798409	0.000574827754824124	0.0177091478279561
ZNF503	21.5597701678824	-7.5304360346575	2.10065891895954	-3.58479711612932	0.000337340337383552	0.011838537465054
TCP10L	21.4511239589163	-7.52333492897462	2.25481778772977	-3.33656004042322	0.000848221052501191	0.0234663135250474
EPHA7	21.3151461631057	-7.51350833051458	2.12665623419721	-3.53301497895867	0.000410849192921362	0.013670626478539
BTLA	21.1281760723422	-7.50110286025995	2.51713520784534	-2.98001586759453	0.00288233452549354	0.0522746780121271
KIF5C	20.8335537706324	-7.48098120186298	2.12290000646234	-3.52394421738662	0.000425173748952507	0.0140469075012454
IL6R	542.634138040453	-7.46875849827578	0.891105112414121	-8.38145623252226	0.0000000000000000522768415347946	0.0000000000000640438833202629
OR10V2P	20.1758298893225	-7.43472475769307	2.61481308415746	-2.84331021698581	0.00446475904559837	0.0662633181701362
ANKRD55	19.8431345896924	-7.41069432847855	2.15761846237557	-3.4346639397585	0.000593289084954681	0.0180477736091406
ZNF365	19.7941943239697	-7.40722861690412	2.20421621608156	-3.36048186328652	0.00077806639024767	0.022167489799107
PPY2	19.3553090358344	-7.37428310706671	2.55674782963794	-2.88424342110852	0.00392355340982813	0.0618407084805192
IFI16	116.368092459683	-7.34966957724584	1.3313495039191	-5.52046592995349	0.0000000338101946623653	0.00000438102099298111
IGSF1	19.0170320800733	-7.34911716246992	2.30313455724391	-3.190919583641	0.00141820748012026	0.0332084523324158
CCDC30	18.820950706278	-7.33456591326371	2.59796102785905	-2.82320090048004	0.00475467672309354	0.068970961808836
C3	18.5983969957155	-7.31688013979	2.58633417281362	-2.82905442641625	0.00466857586995323	0.0681873581530381
NR3C1	18.425580904942	-7.30319447455122	2.59193801226588	-2.81765784520701	0.00483753302031881	0.0697225614778784
SLC39A5	18.4159814778781	-7.30250566780441	2.59144384885953	-2.81792934507077	0.00483344447215922	0.0697225614778784
CNR2	18.4038617971627	-7.30200018603304	2.21284414344661	-3.29982579553019	0.000967448615723025	0.0258165099910564
TBC1D3B	18.1955414950105	-7.28580206889585	2.65904873154237	-2.74000321335583	0.00614385836941562	0.0799176017241746
SLC38A3	156.18070744395	-7.28020271337458	1.20769303881672	-6.02818968014226	0.0000000016580638874541	0.000000323827086193209
GNG2	18.0821574322861	-7.27679746475653	2.62805345063618	-2.76889249075014	0.00562471920733209	0.0757229930449622
MFSD4	17.8332196845923	-7.25601143031908	2.61644184165871	-2.77323627637719	0.00555018065292179	0.0754404551823969
ABAT	17.4576362094468	-7.2253196624263	2.25119477058341	-3.2095488834819	0.00132943438836575	0.0318780388213824
ACOX2	17.3224667960975	-7.21419836031225	2.63596963684153	-2.73682908159612	0.00620345143926527	0.0802281301300755
HOPX	1090.98437040338	-7.19436385666989	0.843754871078664	-8.52660423455991	0.0000000000000000150706379297386	0.0000000000000225657685267953
NAV2-AS4	17.0846259927487	-7.1939726688836	2.31457012657726	-3.1081247382735	0.00188278582891839	0.040401945589975
FNDC5	16.897834835983	-7.17812865992212	2.29335148386232	-3.12997319008125	0.00174822257654899	0.0386213892484822
CILP	16.7224365955466	-7.16393744952204	2.74587084499239	-2.60898558378549	0.00908110679917748	0.0990906843932921
AMZ1	16.6433507269982	-7.15689744838193	2.38573060347453	-2.999876615557	0.00270088990798562	0.0511915504922845
PCDH8	16.5797749988142	-7.15093759774822	2.27732279692919	-3.14006323890085	0.00168911368003927	0.0375618745085961
GPR64	16.486069043034	-7.14349064223438	2.68948283898913	-2.65608336988658	0.00790540677693506	0.0902824251915058
CNGA1	16.3931207996456	-7.13450109430378	2.68026038755066	-2.66186864807699	0.00777081960184117	0.0895804661714385
GSTA2	16.2625633108526	-7.12363883332308	2.73007217738941	-2.60932252719229	0.00907216907298387	0.0990733796009162
ELOVL7	16.0945380786331	-7.10892362324612	2.40026975064442	-2.96171862405779	0.00305927217676655	0.053820824874812
ANKRD34A	15.8701952256396	-7.08829873571067	2.30602898603273	-3.07381163838071	0.00211342824799767	0.0434694862365875
GPR111	15.8591976093254	-7.0875521427482	2.76427639559919	-2.56398099482085	0.0103479210560817	0.106449300879204
FLRT2	15.837794393141	-7.0857211160826	2.42740911773585	-2.91904692303857	0.00351103369454544	0.0581230944695124
PTCHD1	15.6327564038666	-7.06645637274259	2.7273632351019	-2.59094801960934	0.00957119471906417	0.102285027782798
RAB39B	15.4561477993931	-7.05005474396386	2.43943026182953	-2.89004152087399	0.00385190946681519	0.0609968648352544
ZSWIM5	15.4283258062656	-7.04781191114997	2.73038194396738	-2.58125495105976	0.00984418516407665	0.103721844621655
GDPD1	15.4103859741364	-7.04611548108839	2.42311840182526	-2.90787089717976	0.00363898533994523	0.0593628634607604
PTK6	15.3178661884235	-7.03742606917846	2.76712532767722	-2.54322635797845	0.0109834050016459	0.108672808959016
KLF12	15.293788176106	-7.03400364725189	2.77076241153605	-2.53865276140815	0.0111280209577347	0.109191685024484
EGFL6	15.2544914510274	-7.03118768217412	2.75415844618695	-2.55293506875343	0.0106819407809249	0.107399972376972
SSTR2	15.2074463373273	-7.02661173579249	2.74549895460176	-2.55932049218781	0.0104877003906806	0.106907905041462
TMEM45A	15.1430687831712	-7.02091236372353	2.74023341119198	-2.56215851359519	0.0104023828974493	0.106642915285583
MN1	15.0471121420992	-7.01111028450161	2.74595291821084	-2.55325218360619	0.0106722193856181	0.107399972376972
UNQ6494	15.0403002023205	-7.01084843123382	2.39981039136259	-2.92141764885564	0.00348442378867951	0.057970487624994
PIP5KL1	14.6990369781412	-6.97793908102398	2.79595725926679	-2.4957245172102	0.0125700179795823	0.116823146408863
PMFBP1	14.6150630601875	-6.96878609910835	2.77418987300678	-2.51200761956329	0.0120046496676908	0.113765582926724
TMPRSS11E	14.439154618929	-6.95162694214708	2.38909483932468	-2.90973251782339	0.00361738198251741	0.0592070826269936
HIPK4	14.1555740471135	-6.92363185951967	2.79919073942079	-2.47344054194475	0.0133819069590442	0.120895636579129
ESAM	14.1469796464645	-6.92239847959448	2.42911119777518	-2.84976599092486	0.00437514056219946	0.0655104380179999
HAMP	14.1409518227021	-6.92213123534889	2.83864532674175	-2.43853332790054	0.0147469987794896	0.126741425734951
PLB1	14.0768261269502	-6.91505896041234	2.80602967839841	-2.4643570285968	0.0137259311193745	0.122416047494832
CRYBB1	14.0248642254939	-6.90964544720662	2.41540592481835	-2.8606559983189	0.00422765504661836	0.0646672865019626
NID2	792.942588928983	-6.90557542073097	0.881627858236811	-7.83275546049735	0.00000000000000477292087132913	0.00000000000459427726157367
KLHL3	13.9210066654271	-6.89953818480736	2.57922947767334	-2.67503851228905	0.00747206661253102	0.0879205183678433
TRIM34	95.3470715829193	-6.8963824480333	3.37647707178901	-2.04247868455961	0.0411040716860616	0.212103173968622
DPYSL3	13.867805661583	-6.89352706103838	2.82161127591659	-2.44311720748956	0.0145610074634968	0.12625434862452
ARGFX	136.433107048109	-6.88715220323074	1.21803533570694	-5.65431231864343	0.0000000156471466865184	0.00000215164233415839
HSD3BP4	27.3353353794359	-6.86948180906418	2.30877469789906	-2.97537989103712	0.00292625916862785	0.0526769665080627
PTH1R	13.6370948267873	-6.86931138565031	2.49278842655341	-2.75567365143298	0.00585714043197651	0.0775351910229032
MAP3K19	13.4625425983785	-6.85102355882564	2.46052028168714	-2.78438003938257	0.00536301552074635	0.0741251252898234
SLCO5A1	13.3047948996476	-6.83385104238417	2.86755246635257	-2.38316512864945	0.0171644930066529	0.135983955177927
KCNJ15	13.0972123902767	-6.81040476581498	2.88151297819191	-2.36348224608322	0.0181040940806948	0.140132551310421
HMCN1	12.8946459966926	-6.78850649953864	2.88089187362307	-2.35639058921058	0.0184535028718999	0.141778451939409
RAMP1	12.8786344742464	-6.78587525170926	2.57613984523128	-2.63412534232979	0.00843543415169574	0.0944936912953049
KIAA1239	12.853937916789	-6.78386286994318	2.51248254927265	-2.70006367682318	0.00693262057611483	0.0847767648672627
MOBP	12.8437663928919	-6.78311073271661	2.91253441273649	-2.3289375408078	0.0198623747956103	0.147377789365055
C20orf203	12.706465541892	-6.76668456781993	2.91057568319232	-2.32486123171284	0.0200793815656032	0.14821891553162
AHNAK2	12.5770323271552	-6.75305472741172	2.89297813056978	-2.33429166161089	0.019580455058829	0.146267301758747
SPOCK2	12.5016528098505	-6.74372130697899	2.52246222254762	-2.67346771210234	0.00750715025050916	0.0879707450224883
ZNF214	12.494639879284	-6.74331935189855	2.58857254408421	-2.60503394711088	0.00918651575267673	0.0994760174397858
KRT20	12.4832160149491	-6.74135447670762	2.90922403700939	-2.31723455840739	0.0204909579560712	0.149537136354587
RSPH10B	12.4167931131235	-6.7342673442723	2.51121629031665	-2.68167555707563	0.00732544666366552	0.0870526624687448
APOA1	2871.23691846584	-6.71629678429169	0.784528760938165	-8.56093124777238	0.0000000000000000111959459723519	0.0000000000000215537954176306
IFITM10	12.2120223574827	-6.71056314839361	2.92305401897489	-2.2957369603272	0.0216909258009138	0.154170314395103
MAG	232.881042029866	-6.70382122893878	1.01620948553892	-6.5968890512605	0.0000000000419874731765463	0.000000012300504098416
HEY2	12.0757066132871	-6.69356543205848	2.93794280707307	-2.27831713263573	0.0227076896224222	0.157807884054846
KRT80	11.9701438635905	-6.68174557330057	2.59778088991899	-2.57209743871391	0.0101084437425985	0.104860503242542
FXYD6	11.9677075627402	-6.68140683729794	2.94423111743311	-2.26932145297175	0.0232487848711879	0.159446407710149
CUBN	11.9253031119472	-6.67628980345231	3.00578827334063	-2.22114440417065	0.0263411823270159	0.170207724299662
HSD17B2	11.8232126375213	-6.6633761989276	2.96162728515315	-2.24990370406552	0.0244550587712121	0.164006287424613
HDC	11.8232126375213	-6.6633761989276	2.96162728515315	-2.24990370406552	0.0244550587712121	0.164006287424613
DTX3	11.817447700558	-6.66226319261748	2.96092964978524	-2.25005791444613	0.0244452691808974	0.164006287424613
LOC283070	11.6898345762578	-6.64680549493655	2.96849141419513	-2.2391189892455	0.0251481750246953	0.166590217466604
VIL1	97.1256504187041	-6.64494028900733	1.23371968527926	-5.38610218212024	0.0000000720020390304409	0.00000851139892959843
MYO18B	11.6144550589532	-6.63683005381813	3.04373417090178	-2.1804893861187	0.0292212047497747	0.17947919445714
STOX2	11.4900623515196	-6.62145975185071	3.0077169022005	-2.20149035536102	0.0277013287258591	0.175589419524777
RNF112	11.4432535234474	-6.61677825662432	2.99992191312548	-2.20565016298395	0.027408503892619	0.174252978568349
ITGB3	11.3691042897904	-6.60713629785475	3.0209253384322	-2.18712333396618	0.0287335216507662	0.178165560703969
EFCAB13	11.2836084630392	-6.59658657215039	2.69133203649437	-2.45104895371544	0.0142440579756313	0.124969352395578
OCA2	11.2711795722895	-6.59482715681033	3.08240896302718	-2.13950427601069	0.0323948499877307	0.186401792670648
PKLR	11.2097221161813	-6.58572027735477	3.04993257095529	-2.15930028751161	0.0308268778590119	0.183844616725364
ZIC3	11.1213968257443	-6.5743668017297	3.04489631931327	-2.15914307493152	0.0308390687425277	0.183844616725364
SAMD5	11.0916465229338	-6.5716139949811	3.07225698774325	-2.13901832470347	0.0324341843169622	0.186468885603832
TRIM36	11.0350019821698	-6.56417308366963	3.06202212279596	-2.14373796805747	0.0320538881608458	0.185469384652451
C1orf186	11.0092120986619	-6.56082503250352	2.66350756051043	-2.46322748610716	0.0137692522588945	0.122478180489018
NTNG1	11.0138726811795	-6.5606476654383	3.02928304440077	-2.16574270851474	0.0303308534827147	0.182376785201875
RRN3P1	10.9974193379364	-6.5594266034832	2.7053448790454	-2.42461752447538	0.0153245222992829	0.128636441271433
FAM25B	10.9473128217569	-6.55285935270608	3.05482442417975	-2.14508542646132	0.031946017428329	0.185392952272033
RASSF10	10.9414639319923	-6.55207702788484	3.0911344417467	-2.11963508911068	0.0340368309442882	0.190865872132348
GFOD1	10.8813847455239	-6.54329745117461	3.038474416878	-2.15348117292947	0.0312808821738469	0.184159531749568
MAF	10.8412398712382	-6.5388129673254	3.03501635681981	-2.15445724127068	0.0312043317449467	0.184119711097432
