Region	dr_24hpf_tet123_Distal_1OD
chr10_16798602_16798857	0.84
chr10_16803326_16803544	0.82
chr10_16803344_16803539	0.82
chr10_16804571_16805399	0.8925
chr10_16804610_16805408	0.8925
chr10_16804617_16805389	0.8925
chr10_16805777_16805985	0.27
chr10_16808465_16808970	NA
chr10_16808488_16808852	NA
chr10_16808634_16808810	NA
chr10_16811315_16811735	0.7175
chr10_168383_168716	0.965
chr10_17244349_17244615	0.866
chr10_17259693_17259886	0.94375
chr10_17429254_17429452	NA
chr10_17457354_17457948	0.962173913043
chr10_17457393_17457999	0.9604
chr10_17481633_17482014	0.00575757575758
chr10_17481682_17482064	0.00348484848485
chr10_17481711_17482026	0.00321428571429
chr10_17484924_17485287	0.884
chr10_17484957_17485267	0.884
chr10_17695583_17695785	0.1725
chr10_17721467_17721640	NA
chr10_17873851_17874149	0.98
chr10_17873904_17874160	0.973333333333
chr10_17907078_17907399	0.96875
chr10_17907155_17907386	0.9675
chr10_18150711_18150981	1.0
chr10_18230912_18231266	0.944375
chr10_18230930_18231293	0.944375
chr10_18231823_18232061	0.951666666667
chr10_18231873_18232093	0.951666666667
chr10_18264002_18264178	0.400714285714
chr10_18264549_18264670	0.0
chr10_18264557_18264662	0.0
chr10_18288227_18288471	0.975714285714
chr10_18386809_18387136	0.94625
chr10_18386823_18387122	0.94625
chr10_18393867_18394114	0.933333333333
chr10_18510390_18510840	0.930303030303
chr10_18510443_18510724	0.959047619048
chr10_18520241_18520461	0.955
chr10_18520248_18520450	0.955
chr10_18860017_18860275	0.9275
chr10_1905897_1906115	0.972352941176
chr10_19107752_19107950	0.838333333333
chr10_19276814_19276959	NA
chr10_19340497_19340818	0.0105714285714
chr10_19340574_19340775	0.0112121212121
chr10_19453316_19453465	0.135294117647
chr10_19519804_19520022	0.929444444444
chr10_19572711_19573013	0.0171428571429
chr10_19572718_19573018	0.0171428571429
chr10_19572766_19572991	0.0055
chr10_1961433_1961610	0.871666666667
chr10_1962910_1963104	0.975
chr10_19967158_19967412	0.884375
chr10_19967168_19967485	0.878636363636
chr10_19982045_19982268	0.798333333333
chr10_2003133_2003333	0.932
chr10_20133343_20133595	0.9695
chr10_20411519_20412024	0.033
chr10_20533763_20534055	0.933333333333
chr10_20533823_20534028	0.9375
chr10_20591870_20592080	0.354090909091
chr10_20695726_20695990	0.898333333333
chr10_20802690_20803113	0.00555555555556
chr10_20802769_20803040	0.0
chr10_21001501_21001896	0.978965517241
chr10_21001562_21001743	0.971666666667
chr10_2119216_2119475	0.9695
chr10_21202464_21202748	0.703571428571
chr10_21202951_21203153	0.662777777778
chr10_21636991_21637307	0.744285714286
chr10_2182052_2182308	0.8935
chr10_2182099_2182304	0.892777777778
chr10_22030084_22030270	0.958571428571
chr10_22049059_22049334	0.938333333333
chr10_22063291_22063596	0.93125
chr10_22075477_22075883	0.00444444444444
chr10_22075565_22075877	0.0
chr10_22075603_22075879	0.0
chr10_22250043_22250293	0.746666666667
chr10_22263944_22264219	0.82
chr10_22274145_22274579	0.927222222222
chr10_22274307_22274509	0.884
chr10_22356027_22356312	0.118333333333
chr10_22356054_22356367	0.118333333333
chr10_22690282_22690616	0.0213043478261
chr10_22690299_22690561	0.0188235294118
chr10_22690300_22690494	0.0188235294118
chr10_22713875_22714089	0.94
chr10_2281374_2281560	0.96
chr10_23022818_23023049	0.704166666667
chr10_23022820_23023016	0.707272727273
chr10_23031621_23031935	0.00138888888889
chr10_23031651_23031943	0.00138888888889
chr10_23071874_23072111	NA
chr10_23071889_23072163	NA
chr10_23071926_23072128	NA
chr10_23214875_23215079	0.878571428571
chr10_23219631_23219898	0.53875
chr10_23219640_23219968	0.53875
chr10_23300734_23301097	0.0373333333333
chr10_23333323_23333513	0.885
chr10_23338993_23339229	0.902777777778
chr10_23368702_23369114	0.917619047619
chr10_23375269_23375456	0.903333333333
chr10_23385771_23386033	0.979166666667
chr10_23385776_23386024	0.979166666667
chr10_23467205_23467400	1.0
chr10_23495198_23495387	0.92
chr10_23617410_23617675	0.636666666667
chr10_23652784_23652977	0.977777777778
chr10_2367315_2367550	0.806
chr10_23676128_23676405	0.901538461538
chr10_23676168_23676359	0.895833333333
chr10_23723325_23723602	0.933333333333
chr10_23725262_23725582	0.73
chr10_23897710_23897863	0.634
chr10_24340207_24340730	0.00117647058824
chr10_24399162_24399418	0.975294117647
chr10_245091_245637	0.0
chr10_245295_245588	0.0
chr10_2454164_2454376	0.975
chr10_2454186_2454484	0.942857142857
chr10_24564056_24564418	0.983
chr10_24579358_24579610	0.5
chr10_24835788_24836000	0.0
chr10_24840392_24840651	0.94
chr10_2486469_2486620	NA
chr10_25063499_25063806	0.9675
chr10_25170035_25170215	0.948333333333
chr10_2517366_2517514	0.961666666667
chr10_25215367_25215595	0.838333333333
chr10_25256465_25256957	0.9505
chr10_25256537_25256947	0.954375
chr10_25328367_25328566	NA
chr10_25379041_25379397	0.788333333333
chr10_25554688_25554821	0.0192857142857
chr10_2576485_2576893	0.981818181818
chr10_2576508_2576785	0.995625
chr10_25867458_25867788	0.938333333333
chr10_25867491_25867730	0.935
chr10_26015469_26015743	0.9675
chr10_26133601_26133817	0.0685714285714
chr10_26133618_26133933	0.134444444444
chr10_26133820_26133924	0.176363636364
chr10_26222316_26222547	0.586666666667
chr10_26273529_26273734	0.93
chr10_26313908_26314111	NA
chr10_26644284_26644372	0.963333333333
chr10_26732994_26733235	0.11
chr10_26778353_26778653	0.975945945946
chr10_26817629_26817769	0.9775
chr10_26818976_26819304	0.96
chr10_26819038_26819293	0.96
chr10_26934168_26934390	0.917692307692
chr10_26968924_26969122	0.88
chr10_27011107_27011466	0.885833333333
chr10_27017140_27017373	0.95625
chr10_27057212_27057446	0.925
chr10_27231136_27231439	0.982777777778
chr10_27253080_27253347	0.961666666667
chr10_27338662_27338966	0.969230769231
chr10_27425986_27426217	0.0128571428571
chr10_27426024_27426262	0.01125
chr10_27466907_27467251	0.971428571429
chr10_27485503_27485664	0.2225
chr10_27485692_27485832	0.04
chr10_27485706_27485811	0.04
chr10_27485706_27485822	0.04
chr10_27567976_27568441	0.954545454545
chr10_27590949_27591073	NA
chr10_27651769_27652055	0.0
chr10_27762423_27762730	0.616
chr10_27762447_27762719	0.616
chr10_27779593_27779822	0.932222222222
chr10_27947295_27947576	0.936
chr10_27991930_27992203	0.898636363636
chr10_27991942_27992202	0.901
chr10_28014060_28014320	0.934
chr10_28041542_28041781	0.96
chr10_28125216_28125544	0.961428571429
chr10_28220609_28220865	0.965714285714
chr10_28321426_28321719	0.687619047619
chr10_28321461_28321755	0.687619047619
chr10_28366256_28366678	0.606052631579
chr10_28366401_28366688	0.552916666667
chr10_28429566_28429799	0.00314285714286
chr10_28429581_28429806	0.00314285714286
chr10_28444739_28445022	0.748636363636
chr10_28556150_28556514	0.978181818182
chr10_28556170_28556548	0.978181818182
chr10_28556185_28556540	0.978181818182
chr10_28620390_28620608	0.00933333333333
chr10_28665050_28665376	0.960909090909
chr10_28701421_28701655	0.993846153846
chr10_28778547_28778800	0.946666666667
chr10_28778591_28778798	0.9725
chr10_28786390_28786733	0.931363636364
chr10_28786436_28786695	0.93380952381
chr10_28880999_28881229	0.00193548387097
chr10_28883539_28883827	0.881363636364
chr10_28897988_28898309	1.0
chr10_28927049_28927286	0.8925
chr10_28968957_28969178	0.808333333333
chr10_29052991_29053196	0.902142857143
chr10_29068216_29068447	0.6375
chr10_29228963_29229266	0.95
chr10_29323790_29324101	0.773333333333
chr10_29377739_29378124	0.966176470588
chr10_29377756_29378043	0.955
chr10_29405858_29406088	0.967142857143
chr10_29422361_29422552	0.0777777777778
chr10_29452819_29453038	NA
chr10_29452848_29453029	NA
chr10_29485190_29485341	0.89125
chr10_29874728_29875012	0.021
chr10_29874755_29874960	0.0121428571429
chr10_30053861_30054086	0.898333333333
chr10_30059077_30059271	0.9375
chr10_30086134_30086382	0.94
chr10_30167914_30168077	1.0
chr10_30168737_30168942	0.969230769231
chr10_3021850_3022036	0.95
chr10_30257281_30257650	0.973333333333
chr10_30284842_30285083	0.96625
chr10_3029132_3029293	1.0
chr10_30341887_30342016	0.835384615385
chr10_30609957_30610154	0.00375
chr10_30734539_30735012	0.865
chr10_30734554_30734868	0.645
chr10_30818986_30819144	0.5675
chr10_30825841_30826093	0.962666666667
chr10_30837445_30837662	0.00782608695652
chr10_30839840_30840294	0.00333333333333
chr10_30871183_30871374	0.008
chr10_30871191_30871418	0.005
chr10_31038237_31038544	0.966111111111
chr10_31069619_31069986	0.955
chr10_31093250_31093468	0.93
chr10_31273312_31273737	0.134705882353
chr10_31273342_31273662	0.124
chr10_31457938_31458125	0.946
chr10_31542797_31543124	0.98
chr10_31543757_31543955	1.0
chr10_31553487_31553779	0.93
chr10_31553554_31553819	0.93
chr10_31553608_31553751	0.9625
chr10_31560440_31560687	0.94
chr10_31614205_31614555	0.970588235294
chr10_31614213_31614487	0.985454545455
chr10_31676072_31676243	0.86
chr10_31747260_31747466	0.98
chr10_31764911_31765116	0.9575
chr10_3177086_3177300	0.918333333333
chr10_31875102_31875372	0.957857142857
chr10_31875111_31875350	0.957857142857
chr10_31875120_31875406	0.957857142857
chr10_31974408_31974645	0.935
chr10_32011012_32011225	0.0235
chr10_32033951_32034188	0.948888888889
chr10_32079097_32079275	0.937142857143
chr10_32153988_32154236	0.975555555556
chr10_32168770_32169034	0.927272727273
chr10_32168784_32169051	0.927272727273
chr10_32188526_32188842	0.80875
chr10_32201228_32201382	0.211470588235
chr10_32251233_32251506	0.843333333333
chr10_32301974_32302368	0.815625
chr10_32302026_32302361	0.815625
chr10_32417823_32418080	0.901666666667
chr10_32419806_32420320	0.829666666667
chr10_32419892_32420193	0.823636363636
chr10_32427882_32428042	0.91
chr10_32429589_32429781	0.93
chr10_32445090_32445629	0.966875
chr10_32445257_32445593	0.961666666667
chr10_32474124_32474349	0.954285714286
chr10_32500790_32500967	0.952857142857
chr10_32522451_32522803	0.843939393939
chr10_32524200_32524345	0.905
chr10_32536470_32536742	0.951764705882
chr10_32536475_32537029	0.931515151515
chr10_32544893_32545145	0.96
chr10_32544896_32545129	0.96
chr10_32564149_32564433	0.958125
chr10_32564190_32564508	0.956333333333
chr10_32573195_32573335	0.9325
chr10_32666455_32666712	0.899285714286
chr10_32776967_32777212	NA
chr10_32857736_32857998	0.975
chr10_32857838_32858063	0.984545454545
chr10_32863566_32863779	0.9275
chr10_32865433_32865677	0.916
chr10_32890215_32890438	0.01625
chr10_3293047_3293343	0.529090909091
chr10_32994613_32994836	0.345
chr10_33067170_33067315	0.979230769231
chr10_33161271_33161494	0.928333333333
chr10_33167674_33168011	0.91
chr10_33291497_33291738	0.863333333333
chr10_33342846_33343106	0.91
chr10_33383401_33383572	1.0
chr10_33383414_33383558	1.0
chr10_33528752_33528914	0.9775
chr10_33575459_33575704	0.8
chr10_33609471_33609647	0.21875
chr10_3366335_3366618	0.970833333333
chr10_33667224_33667401	0.96
chr10_33671548_33671740	0.972307692308
chr10_33706194_33706372	0.965
chr10_337113_337274	0.8425
chr10_33778172_33778407	0.96
chr10_33867518_33867690	0.955769230769
chr10_33875203_33875414	0.969
chr10_33883310_33883485	0.7275
chr10_33885396_33885743	0.924285714286
chr10_33970187_33970390	0.901071428571
chr10_33980382_33980624	0.861666666667
chr10_33982386_33982616	0.9525
chr10_34014782_34014972	0.781111111111
chr10_34025502_34025736	0.971739130435
chr10_34383280_34383613	0.89875
chr10_34386254_34386469	0.29875
chr10_34479099_34479440	0.776111111111
chr10_34484602_34484893	0.961428571429
chr10_34527322_34527539	0.981111111111
chr10_34599923_34600144	0.0286363636364
chr10_34599932_34600168	0.0286363636364
chr10_34622434_34622917	0.00607142857143
chr10_34622457_34622917	0.00607142857143
chr10_34622462_34623002	0.00548387096774
chr10_34699963_34700302	0.853684210526
chr10_34700027_34700232	0.9
chr10_34884666_34884859	0.896666666667
chr10_34904890_34905531	0.908333333333
chr10_34904965_34905416	0.905
chr10_34915383_34915678	0.982857142857
chr10_34915951_34916244	0.89
chr10_34916002_34916303	0.88
chr10_35022684_35022996	0.272083333333
chr10_35022770_35023021	0.171666666667
chr10_35049830_35050059	0.924615384615
chr10_35123148_35123299	0.163333333333
chr10_35366804_35367017	0.82375
chr10_35393243_35393473	0.94
chr10_3539608_3539820	0.0428571428571
chr10_35397505_35397738	0.917777777778
chr10_35419742_35420085	0.924285714286
chr10_35419838_35420065	0.89
chr10_35560533_35560886	0.880909090909
chr10_35560559_35560886	0.894
chr10_35560671_35560932	0.89625
chr10_35614421_35614618	0.898333333333
chr10_35614431_35614651	0.91375
chr10_35694646_35694820	0.15
chr10_35731946_35732400	0.898
chr10_3576170_3576366	0.940833333333
chr10_35771435_35771693	0.127
chr10_35771441_35771668	0.1325
chr10_35786640_35787015	0.00188405797101
chr10_3579301_3579518	0.04
chr10_35913184_35913351	0.1075
chr10_35922644_35922813	0.961
chr10_35922664_35922835	0.98125
chr10_36099957_36100320	0.946
chr10_36194406_36194769	0.9625
chr10_36260249_36260547	0.00738095238095
chr10_36260303_36260589	0.00710526315789
chr10_36260303_36260598	0.00710526315789
chr10_36278203_36278567	0.96925
chr10_36452684_36452930	0.0
chr10_36453217_36453474	0.920833333333
chr10_36497924_36498247	0.937857142857
chr10_36497951_36498186	0.9275
chr10_36985708_36985861	0.905
chr10_37077550_37077867	0.926363636364
chr10_37094719_37095047	0.9575
chr10_37159780_37160075	0.941612903226
chr10_37183405_37183670	0.91
chr10_37307737_37308049	0.938636363636
chr10_37335361_37335676	0.0104166666667
chr10_37335373_37335718	0.00892857142857
chr10_37336335_37336681	0.0015
chr10_37515339_37515572	1.0
chr10_3763571_3763866	0.934166666667
chr10_37680242_37680455	0.0178571428571
chr10_37680251_37680442	0.0178571428571
chr10_37680548_37680778	0.123571428571
chr10_37786489_37786690	0.9
chr10_37845114_37845315	0.881428571429
chr10_37903524_37903786	0.9675
chr10_38169005_38169182	0.0533333333333
chr10_38169005_38169258	0.150714285714
chr10_38337780_38338109	0.90875
chr10_38379289_38379523	0.87
chr10_3843828_3844074	0.73
chr10_3843865_3844036	0.73
chr10_38467399_38467990	0.000625
chr10_38467451_38467992	0.000625
chr10_38467617_38467946	0.000652173913043
chr10_38480198_38480499	0.934375
chr10_38480276_38480542	0.941666666667
chr10_38547108_38547358	0.757857142857
chr10_38554738_38555054	0.97
chr10_38560565_38560965	0.967333333333
chr10_38560610_38560971	0.965384615385
chr10_38572343_38572506	0.96625
chr10_38756369_38756493	0.975
chr10_38847779_38848069	0.951666666667
chr10_38939861_38940122	0.929
chr10_38986084_38986318	0.986666666667
chr10_38995433_38995609	0.961666666667
chr10_39019346_39019771	0.915454545455
chr10_39039694_39040016	0.8775
chr10_39046188_39046493	0.91375
chr10_39151015_39151205	0.956666666667
chr10_39341287_39341529	0.97
chr10_39341289_39341533	0.97
chr10_39472718_39473116	0.921111111111
chr10_39490590_39490944	0.725
chr10_39490619_39490952	0.725
chr10_39490667_39490966	0.725
chr10_39498428_39498803	0.772307692308
chr10_39498479_39498893	0.763333333333
chr10_39502902_39503189	0.928888888889
chr10_39505341_39505733	0.774444444444
chr10_39505394_39505678	0.749285714286
chr10_39551973_39552116	NA
chr10_39555088_39555336	0.942857142857
chr10_39571361_39571580	0.0728571428571
chr10_39571394_39571607	0.0733333333333
chr10_39669586_39669748	0.92125
chr10_39715570_39715970	0.969259259259
chr10_39715663_39715926	0.962142857143
chr10_39733464_39733823	0.845
chr10_39834926_39835154	0.955
chr10_39838810_39839087	0.95
chr10_39841810_39842015	0.826666666667
chr10_39844438_39844629	0.96125
chr10_39874490_39874689	0.856
chr10_39904100_39904341	0.922
chr10_39904705_39905006	0.981
chr10_39919116_39919451	0.0204761904762
chr10_39988155_39988372	0.0158333333333
chr10_39988157_39988343	0.01
chr10_4000094_4000387	0.973928571429
chr10_40048081_40048281	0.8275
chr10_40061177_40061352	0.047
chr10_40078578_40078769	NA
chr10_40089950_40090193	0.875
chr10_40090031_40090184	0.875
chr10_40090039_40090174	0.875
chr10_40104644_40104843	0.05
chr10_401556_401860	0.961515151515
chr10_40261177_40261403	0.965714285714
chr10_40305920_40306166	0.0173333333333
chr10_4037083_4037346	0.968965517241
chr10_40400279_40400557	0.159166666667
chr10_40400326_40400495	0.0288888888889
chr10_40407819_40408019	0.095
chr10_40408057_40408260	0.623333333333
chr10_40409877_40410047	0.978
chr10_40417642_40418147	0.824
chr10_40417687_40418152	0.829523809524
chr10_40417821_40418030	0.64125
chr10_4042920_4043148	0.872857142857
chr10_40453581_40453766	0.94125
chr10_40491202_40491424	0.93
chr10_40610520_40610728	0.965185185185
chr10_40630087_40630292	0.923
chr10_40954439_40954648	0.989
chr10_40964390_40964770	0.962307692308
chr10_41081355_41081832	0.944375
chr10_41081419_41081770	0.946
chr10_41081484_41081777	0.95125
chr10_41254678_41255030	0.0435714285714
chr10_41269101_41269281	0.0108333333333
chr10_41294593_41294824	0.971666666667
chr10_41427816_41428279	0.66275
chr10_41427843_41428074	0.66
chr10_41482496_41482671	0.915
chr10_41483509_41483867	0.522
chr10_41483511_41483662	0.815
chr10_41486541_41486747	0.0
chr10_41500687_41500860	0.865
chr10_41512512_41512582	NA
chr10_4152193_4152435	0.98125
chr10_41564216_41564408	0.885
chr10_41564935_41565096	NA
chr10_41580037_41580429	0.950555555556
chr10_41580119_41580379	0.950555555556
chr10_41612903_41613063	0.936666666667
chr10_41625894_41626160	0.928
chr10_41625935_41626171	0.928
chr10_41625949_41626210	0.928
chr10_41835482_41835621	0.78
chr10_41886502_41886693	NA
chr10_41974023_41974220	0.895
chr10_41985452_41985808	0.935
chr10_4210133_4210372	0.911666666667
chr10_42140457_42140698	0.953333333333
chr10_42202693_42203135	0.939111111111
chr10_42249411_42249683	0.96625
chr10_42330576_42330833	0.981363636364
chr10_42334117_42334374	0.00305555555556
chr10_42408991_42409220	0.883
chr10_42412098_42412478	0.932222222222
chr10_42412112_42412459	0.934285714286
chr10_42412121_42412537	0.934642857143
chr10_42454883_42455119	0.8025
chr10_42464951_42465116	0.958333333333
chr10_42483283_42483473	0.970625
chr10_42483296_42483486	0.970625
chr10_42486989_42487236	0.937894736842
chr10_42487055_42487280	0.950625
chr10_42487056_42487344	0.917083333333
chr10_42494644_42494813	0.9725
chr10_42618685_42618900	0.645
chr10_42727244_42727480	0.927368421053
chr10_427331_427604	0.00472222222222
chr10_42737608_42737840	0.943846153846
chr10_42737681_42737885	0.988333333333
chr10_42767679_42768024	0.955833333333
chr10_42767684_42768038	0.955833333333
chr10_42852221_42852491	0.0
chr10_42852230_42852622	0.0
chr10_42914847_42915239	0.00295454545455
chr10_4293063_4293271	0.882857142857
chr10_4293073_4293312	0.882857142857
chr10_42957923_42958153	0.530833333333
chr10_43021591_43021825	0.0152631578947
chr10_43021616_43021801	0.01125
chr10_43123837_43124023	0.06375
chr10_43360545_43360992	0.962222222222
chr10_43367690_43367988	0.968888888889
chr10_43488463_43488770	0.986538461538
chr10_43618960_43619458	0.822777777778
chr10_43618988_43619503	0.822777777778
chr10_43619031_43619246	0.785
chr10_43621239_43621461	0.754375
chr10_43626049_43626334	0.745
chr10_43626106_43626283	0.81
chr10_43639884_43640179	0.807352941176
chr10_43643043_43643236	0.9625
chr10_43657282_43657636	0.833666666667
chr10_43713240_43713629	0.957142857143
chr10_43713255_43713639	0.957142857143
chr10_43713287_43713512	0.964444444444
chr10_43777440_43777702	0.921666666667
chr10_43896953_43897181	0.977333333333
chr10_43897586_43897807	0.966923076923
chr10_43940842_43940971	0.979444444444
chr10_43957701_43958352	0.831666666667
chr10_43957892_43958204	0.83375
chr10_43957916_43958199	0.851428571429
chr10_43964015_43964376	0.745
chr10_43964056_43964404	0.718333333333
chr10_43964084_43964365	0.718333333333
chr10_43974962_43975449	0.715789473684
chr10_43974968_43975427	0.715789473684
chr10_43979209_43979417	0.983333333333
chr10_43990291_43990593	0.712
chr10_43990309_43990611	0.712
chr10_44246388_44246840	0.975
chr10_44247737_44247921	0.0
chr10_44247739_44247963	0.0307142857143
chr10_44253946_44254178	0.598333333333
chr10_44282841_44283013	0.968333333333
chr10_44282865_44283084	0.960833333333
chr10_44394532_44394724	NA
chr10_44394534_44394711	NA
chr10_44394544_44394711	NA
chr10_44433187_44433387	NA
chr10_44501213_44501364	0.9685
chr10_44573711_44573950	0.964
chr10_44583699_44583943	0.9425
chr10_44585611_44585855	NA
chr10_44661450_44661654	0.903333333333
chr10_44685933_44686184	0.954285714286
chr10_44767406_44767613	0.981428571429
chr10_44776027_44776470	0.9075
chr10_44823363_44823544	0.37
chr10_44846577_44846819	0.983333333333
chr10_44867961_44868137	0.735
chr10_44921635_44921802	0.968
chr10_45030894_45031197	0.900454545455
chr10_45031036_45031254	0.816666666667
chr10_45039716_45039883	NA
chr10_45055464_45055835	0.129047619048
chr10_45055490_45055833	0.142631578947
chr10_45056170_45056565	0.00484848484848
chr10_45070018_45070324	0.966440677966
chr10_4511947_4512168	0.0
chr10_45157026_45157273	0.958947368421
chr10_45182726_45182874	1.0
chr10_45234999_45235175	0.948
chr10_45261397_45261719	0.0325
chr10_45261405_45261758	0.0303125
chr10_45308711_45309035	0.0106896551724
chr10_45308740_45309111	0.01
chr10_45328638_45329045	0.953333333333
